"","sub","label","sulcal_depth_mm","hemi"
"462",107422,"spls",12.9595060036127,"lh"
"463",107725,"spls",8.47271956977445,"lh"
"464",108121,"spls",11.8841265105542,"lh"
"465",108222,"spls",14.0074755409322,"lh"
"466",108323,"spls",11.5200791179607,"lh"
"467",108525,"spls",12.3297015702806,"lh"
"468",108828,"spls",13.6453248121327,"lh"
"469",109123,"spls",10.8401960254553,"lh"
"470",109325,"spls",12.4504051489791,"lh"
"471",109830,"spls",11.443963240809,"lh"
"472",110007,"spls",11.4414297746367,"lh"
"473",110411,"spls",12.6781348434801,"lh"
"474",110613,"spls",13.4206816842019,"lh"
"475",112920,"spls",14.2777258409036,"lh"
"476",114924,"spls",12.5941577227866,"lh"
"477",120111,"spls",13.2680229722891,"lh"
"478",128127,"spls",12.4399683481774,"lh"
"479",133928,"spls",7.57517776884609,"lh"
"480",144125,"spls",10.2708548443134,"lh"
"481",146937,"spls",13.1978264742088,"lh"
"482",151425,"spls",12.8024734081586,"lh"
"483",151829,"spls",12.092138672589,"lh"
"484",164939,"spls",12.4739220149535,"lh"
"485",168240,"spls",11.1172106795175,"lh"
"486",176744,"spls",13.8053449748933,"lh"
"487",180937,"spls",12.6477929081649,"lh"
"488",185947,"spls",11.7110431853575,"lh"
"489",214019,"spls",13.6755402617824,"lh"
"490",268749,"spls",11.8501393051654,"lh"
"491",365343,"spls",13.7296471844876,"lh"
"492",380036,"spls",14.0685913933555,"lh"
"493",517239,"spls",12.5619183066272,"lh"
"494",522434,"spls",10.5619081802502,"lh"
"495",531536,"spls",14.3255328387658,"lh"
"496",566454,"spls",9.50952849139352,"lh"
"497",585256,"spls",12.4731641669552,"lh"
"498",622236,"spls",13.1835089809954,"lh"
"499",644044,"spls",12.048180417749,"lh"
"500",679770,"spls",13.8705795903888,"lh"
"501",687163,"spls",13.772429788524,"lh"
"502",867468,"spls",13.3896446545043,"lh"
"503",910241,"spls",15.6100943953722,"lh"
"504",959574,"spls",11.971062992365,"lh"
"505",100206,"ifrms",2.59859721671999,"lh"
"506",100307,"ifrms",3.17776448801414,"lh"
"507",100408,"ifrms",2.57949123757585,"lh"
"508",100610,"ifrms",2.90598414889964,"lh"
"509",101006,"ifrms",1.8845889414867,"lh"
"510",101107,"ifrms",2.93896052380077,"lh"
"511",101309,"ifrms",1.51851197304205,"lh"
"512",101410,"ifrms",2.55292806983308,"lh"
"513",101915,"ifrms",2.1079500753764,"lh"
"514",102008,"ifrms",0.818244386835514,"lh"
"515",102311,"ifrms",2.4827478568257,"lh"
"516",102513,"ifrms",3.39204702557776,"lh"
"517",102816,"ifrms",0.944666545609017,"lh"
"518",103111,"ifrms",3.84848997766363,"lh"
"519",103414,"ifrms",2.40231073671559,"lh"
"520",103515,"ifrms",2.66132371539091,"lh"
"521",103818,"ifrms",2.59746741552189,"lh"
"522",104416,"ifrms",2.32539406678332,"lh"
"523",104820,"ifrms",5.01306959678024,"lh"
"524",105014,"ifrms",3.75584815914118,"lh"
"525",105115,"ifrms",2.32768728831162,"lh"
"526",105216,"ifrms",2.29987667704937,"lh"
"527",105620,"ifrms",2.35097504836275,"lh"
"528",106016,"ifrms",1.76267461344716,"lh"
