,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,sulcal_depth_mean,sulcal_depth_max,sulcal_depth_mean_pct,cortical_thickness_mean_pct
0,nc29,lh,occipital,16515.0,11060.0,20154.0,1.828,0.616,0.11,0.021,137.0,14.4,-0.11127378791570663,1.5999858379364014,-0.05852082371711731,0.365589439868927
0,nc29,lh,parietal,32900.0,22349.0,45535.0,2.079,0.663,0.098,0.018,185.0,24.0,0.00020083777781110257,1.7188447713851929,0.00010562456009211019,0.4158995449542999
0,nc29,lh,cingulate,5252.0,3642.0,7806.0,2.232,0.799,0.094,0.015,33.0,2.9,0.12236025184392929,1.5404523611068726,0.06435137242078781,0.44640398025512695
0,nc29,lh,insula,2700.0,1794.0,4782.0,2.595,1.049,0.083,0.013,10.0,1.3,0.6303905248641968,1.4895731210708618,0.331533282995224,0.5189123153686523
0,nc29,lh,cortex,121279.0,82040.0,184973.0,2.199,0.84,0.096,0.018,704.0,86.7,-0.017560485750436783,1.8440722227096558,-0.009235366247594357,0.43981269001960754
0,nc29,rh,frontal,41738.0,27996.0,65214.0,2.293,0.903,0.089,0.018,219.0,29.9,-0.0518629252910614,1.8746544122695923,-0.02638917788863182,0.4585588574409485
0,nc29,rh,occipital,16605.0,11301.0,21345.0,1.922,0.664,0.111,0.02,143.0,14.2,-0.11397717148065567,1.68788480758667,-0.057994481176137924,0.3843381106853485
0,nc29,rh,parietal,33411.0,22634.0,47686.0,2.119,0.698,0.097,0.017,176.0,22.0,0.004073855932801962,1.919438362121582,0.0020728823728859425,0.4237402081489563
0,nc29,rh,cingulate,4931.0,3377.0,7959.0,2.396,0.946,0.091,0.015,30.0,2.8,0.11772433668375015,1.4869381189346313,0.05990113690495491,0.47915878891944885
0,nc29,rh,insula,3386.0,2201.0,6332.0,2.675,1.303,0.09,0.019,21.0,2.6,0.6827998757362366,1.819231390953064,0.3474259674549103,0.534987211227417
0,nc29,rh,cortex,122574.0,82443.0,187761.0,2.221,0.863,0.095,0.018,706.0,87.6,-0.014679263345897198,1.919438362121582,-0.007469183765351772,0.4442140758037567
0,nc30,lh,frontal,41914.0,28371.0,71992.0,2.554,0.992,0.095,0.02,219.0,34.3,-0.04753191024065018,1.8381370306015015,-0.025742264464497566,0.510884702205658
0,nc30,lh,occipital,15276.0,10019.0,18896.0,1.894,0.646,0.105,0.021,106.0,13.4,-0.17575106024742126,1.770575761795044,-0.09518300741910934,0.37886184453964233
0,nc30,lh,parietal,33247.0,22408.0,47419.0,2.177,0.748,0.098,0.019,187.0,24.5,0.00421660952270031,1.84645414352417,0.0022836264688521624,0.43532854318618774
0,nc30,lh,cingulate,6234.0,4355.0,11793.0,2.695,0.914,0.107,0.021,51.0,4.7,0.19093511998653412,1.4087544679641724,0.10340636223554611,0.5389629602432251
0,nc30,lh,insula,4340.0,2866.0,7628.0,2.763,1.011,0.099,0.026,24.0,4.6,0.5329089164733887,1.6639430522918701,0.2886120080947876,0.5526883602142334
0,nc30,lh,cortex,125431.0,84382.0,199454.0,2.374,0.916,0.099,0.021,727.0,104.3,-0.011204694397747517,1.84645414352417,-0.006068225018680096,0.47485291957855225
0,nc30,rh,frontal,40720.0,27248.0,72148.0,2.625,1.02,0.091,0.019,190.0,31.0,-0.04661709815263748,1.856045126914978,-0.023583000525832176,0.5250350832939148
0,nc30,rh,occipital,15492.0,10195.0,18515.0,1.841,0.658,0.107,0.024,129.0,15.9,-0.1822722852230072,1.8410812616348267,-0.09220924228429794,0.36821448802948
0,nc30,rh,parietal,33019.0,22142.0,48614.0,2.236,0.764,0.097,0.018,178.0,22.5,0.011381389573216438,1.976724624633789,0.005757700186222792,0.447111040353775
0,nc30,rh,cingulate,5402.0,3705.0,10133.0,2.746,0.928,0.101,0.021,42.0,4.2,0.1530330777168274,1.3100666999816895,0.07741750031709671,0.5492017269134521
0,nc30,rh,insula,3519.0,2426.0,7057.0,2.852,1.004,0.094,0.022,17.0,3.0,0.5572032928466797,1.740443229675293,0.2818821370601654,0.5704997777938843
0,nc30,rh,cortex,121171.0,81191.0,194762.0,2.388,0.913,0.097,0.02,692.0,98.3,-0.01710771955549717,1.976724624633789,-0.008654579520225525,0.47759610414505005
0,nc31,lh,frontal,33330.0,22762.0,71080.0,2.685,1.012,0.09,0.016,166.0,22.3,-0.042291171848773956,1.6700952053070068,-0.02257530577480793,0.5370531678199768
0,nc31,lh,occipital,12886.0,9155.0,18181.0,1.931,0.776,0.109,0.021,97.0,10.6,-0.18849791586399078,1.7675678730010986,-0.10062142461538315,0.3861895203590393
0,nc31,lh,parietal,26988.0,18551.0,42998.0,2.166,0.865,0.096,0.016,154.0,17.0,0.030927876010537148,1.8511321544647217,0.01650950126349926,0.43312591314315796
0,nc31,lh,cingulate,4481.0,3059.0,5827.0,2.047,0.877,0.103,0.015,39.0,2.5,0.15669000148773193,1.4327309131622314,0.0836421474814415,0.40940791368484497
0,nc31,lh,insula,2268.0,1638.0,4530.0,2.748,1.093,0.103,0.023,15.0,2.0,0.744333028793335,1.873337745666504,0.39732983708381653,0.5495280623435974
0,nc31,lh,cortex,98501.0,67899.0,176852.0,2.334,0.985,0.096,0.017,588.0,67.4,-0.013658406212925911,1.873337745666504,-0.007290948648005724,0.46680882573127747
0,nc31,rh,frontal,34065.0,23280.0,73694.0,2.689,1.029,0.09,0.015,170.0,21.4,-0.024477532133460045,1.601264238357544,-0.013611390255391598,0.5377469062805176
0,nc31,rh,occipital,12627.0,8641.0,16628.0,1.843,0.734,0.107,0.019,112.0,9.6,-0.19267965853214264,1.604628562927246,-0.10714469850063324,0.36855795979499817
0,nc31,rh,parietal,27493.0,18913.0,42206.0,2.069,0.802,0.098,0.016,159.0,17.1,0.019831987097859383,1.798312783241272,0.011028106324374676,0.41384169459342957
0,nc31,rh,cingulate,4029.0,2766.0,5437.0,2.09,0.933,0.102,0.014,30.0,2.0,0.1208256185054779,1.329654574394226,0.0671883150935173,0.41795867681503296
0,nc31,rh,insula,2496.0,1689.0,5280.0,3.044,1.138,0.1,0.024,18.0,2.0,0.7049410939216614,1.7077391147613525,0.39200136065483093,0.6088537573814392
0,nc31,rh,cortex,99026.0,67863.0,178014.0,2.316,0.988,0.096,0.016,606.0,64.5,-0.015295196324586868,1.798312783241272,-0.00850530806928873,0.4632963240146637
0,nc32,lh,frontal,34996.0,23351.0,63610.0,2.557,0.925,0.093,0.02,185.0,29.0,-0.04229231923818588,1.8130005598068237,-0.021162526682019234,0.5113731622695923
0,nc32,lh,occipital,12732.0,8431.0,14371.0,1.757,0.596,0.104,0.022,102.0,11.6,-0.13868500292301178,1.8774592876434326,-0.06939616799354553,0.3514544367790222
0,nc32,lh,parietal,29649.0,19731.0,37746.0,1.872,0.681,0.094,0.015,158.0,18.1,-0.0062133134342730045,1.9814016819000244,-0.0031090606935322285,0.37444743514060974
0,nc32,lh,cingulate,5438.0,3747.0,8933.0,2.412,0.934,0.11,0.02,48.0,4.0,0.09856679290533066,1.529213309288025,0.04932153597474098,0.4823509752750397
0,nc32,lh,insula,3506.0,2295.0,7187.0,2.859,1.102,0.101,0.025,23.0,3.3,0.5038501024246216,1.9984532594680786,0.25212007761001587,0.5718159079551697
0,nc32,lh,cortex,106302.0,71026.0,167166.0,2.221,0.917,0.096,0.019,629.0,81.9,-0.023316001519560814,1.9984532594680786,-0.011667022481560707,0.44413986802101135
0,nc32,rh,frontal,35934.0,24145.0,67070.0,2.542,0.943,0.096,0.019,188.0,27.4,-0.029461555182933807,1.7994604110717773,-0.015189873054623604,0.5084821581840515
0,nc32,rh,occipital,10738.0,7451.0,12973.0,1.76,0.599,0.107,0.02,86.0,9.2,-0.1642821580171585,1.9112104177474976,-0.0847010537981987,0.35191628336906433
